Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
18547;14651;Anodi in Alluminio a Ogiva J-Prop;Aluminum Propeller J-Prop Anodes;"Anodi Martyr in lega di Alluminio M2 a ogiva tipo J-Prop.↵ 
• Proteggono il 50% più a lungo di un anodo in zinco↵ 
• Pesano il 50% in meno degli anodi in zinco ";"Martyr Aluminum M2 Alloy type J-Prop propeller ogive anodes.↵ 
• Protect 50% longer than traditional zinc anode↵ 
• Weigh 50% less than traditional zinc anodes "
18548;14651;Anodi in Alluminio a Ogiva Max Prop;Aluminum Propeller Max Prop Anodes;"Anodi Martyr in lega di Alluminio M2 a ogiva tipo Max Prop.↵
• Proteggono il 50% più a lungo di un anodo in zinco↵
• Pesano il 50% in meno degli anodi in zinco ";"Martyr Aluminum M2 Alloy type Max Prop propeller ogive anodes.↵
• Protect 50% longer than traditional zinc anode↵• Weigh 50% less than traditional zinc anodes "
18549;10251;Protezione per Cime Navishell;Navishell Rope Cover;"Copri cima universali in tessuto acrilico idrorepellente e resistente ai raggi UV.I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. 
Proteggono le cime e le parti in contatto dall'usura da sfregamento. Robusta chiusura con Velcro per un facile montaggio.";"Woven acrylic fabric rope covers. Water repellent and UV rays resistant, this fabric guarantees a high level of colour fastness, 3 year non-fading guarantee. Protect the ropes from rubbing wear and from weathering. Velcro heavy-duty easy to mount closing.
"
18550;4832;Cavalletto Idraulico Jack Pod;Stern Drive Hydraulic Jack Pod;"Cavalletto idraulico Jack Pod per sollevare e rimuovere in totale sicurezza i 
piedi poppieri da sotto. Può essere facilmente manovrato da un solo operatore.";"Hydraulic engine Jack Pod for stern drives rear lifting and removing from under the boat. Works in complete safety and can be used by only&nbsp;one operator."
18551;5094;Idroali Doel Fin Hydrofoil;Doel Fin Hydrofoil;Idroali Doel Fin Hydrofoil adatte per qualsiasi motore fuoribordo e piede poppiero. Costruite in Plastica rinforzata infrangibile, mantengono la giusta flessibilità per assorbire le sollecitazioni. Riducono notevolmente beccheggio, cavitazione, tempo di planata e consumi, aumentano spinta, velocità e stabilità.;Doel Fin Hydrofoils sutiable for any type of outboard motor or stern drive. Made of unbreakable reinforced Plastic, designed to flex to absorb shocks. Reduces considerably chinewalking, porpoising, plane time and fuel consumption and increases thrust, speed and stability.
18553;18552;Pala Timone D11;D11 Rudder Blade;"Pala timone in Bronzo per imbarcazioni da 7 a 9 metri. 
Fornita con barra. Da completare con testa timone.";"Bronze rudder blade for boats from 7 to 9 meters. Endowed with tiller. To be completed with mount head.

"
18554;18552;Pala Timone P7;P7 Rudder Blade;"Pala timone in Bronzo per imbarcazioni da 7 a 9 metri. 
Fornita con barra. Da completare con testa timone.";"Bronze rudder blade for boats from 7 to 9 meters. 
Endowed with tiller. To be completed with mount head.
"
18555;18552;Pala Timone P11;P11 Rudder Blade;"Pala timone in Bronzo per imbarcazioni da 9 a  12 metri. 
Fornita con barra. Da completare con testa timone.";"Bronze rudder blade for boats from 9 to 12 meters. 
Endowed with tiller. To be completed with mount head.
"
18556;18552;Pala Timone P13;P13 Rudder Blade;"Pala timone in Bronzo per imbarcazioni da 9 a 12 metri. 
Fornita con barra. Da completare con testa timone.";"Bronze rudder blade for boats from 9 to 12 meters. 
Endowed with tiller. To be completed with mount head.
"
18557;18552;Teste Timone;Rudder Mount Heads;Teste timone in Bronzo fornite senza barra.;"Bronze rudder mount heads without tiller.
"
18558;15658;Bicchieri Mares Tumbler in Vetro;Mares Tumbler Glasses;Bicchieri in pasta di vetro colorata soffiata a bocca e lavorata a mano che donano alla tavola un sorprendente tocco di glamour colorato nel servire le bevande. Realizzati a mano da mastri vetrai si usano per servire acqua, succhi di frutta, aperitivi e cocktail. La confezione è composta da un mix di 6 bicchieri con trama differente l'uno dall'altro. ;Hand-crafted glasses made of paste glass with a surface covered with decorative textures and colour bends. They have an emotional and innovative design and they are perfect for serving the beverages. Handmade by master glassmakers, they are used to serve water, fruit juices, aperitifs and cocktails. The package contains a mix of 6 glasses with different textures.
18561;15523;Spugna Boat Line;Boat Line Sponge ;"Spugna ad altissimo assorbimento per ogni tipo di lavaggio di imbarcazioni.Facile da impugnare grazie alla sua forma ergonomica.&nbsp; ";High absorbtion sponge for all kinds of boat cleaning.Ergonomic design for easy gripping.
18562;15523;Spazzola HD Boat Line;Boat Line HD Brush;"Spazzola con corpo in PVC, bordo in gomma antiurto, fibre a setola dura di alta qualità e manico ergonomico rivestito in gomma. ↵
Ideale per lo sporco ostinato e le incrostazioni.";"High quality hard fibers brush with PVC body, anti-shock rubber bumper and rubber coated ergonomic handle. ↵
Perfect for heavy dirt and descaling."
18563;15523;Panno in Microfibra Boat Line;Boat Line Microfibre Cloth;"Panno in Microfibra super assorbente di qualità superiore, Ideale per pulire asciugare e lucidare tutte le superfici anche verniciate e cromate.↵ 
Facile da lavare si asciuga rapidamente.";"Superior quality super absorbing Microfiber cloth ideal for cleaning, drying and polishing all surfaces, even chromed and painted. ↵ 
Easy to wash, it dryes quickly."
18564;15523;Guanto Double-Face Boat Line;Double-Face Boat Line Wash Glove ;"Speciale guanto in microfibra ideale per pulire ogni superficie in breve tempo. ↵
Un lato assorbe acqua e detergenti per una perfetta insaponatura e risciacquo. ↵
L’altro lato toglie lo sporco e le incrostazioni.";"Microfiber special wash glove perfect for any surface quick cleaning.↵
One side absorbs water and detergents for a perfect soaping and rinsing. ↵
The other side removes dirt and descales."
18565;15394;Kit Pulizia Yacht Line;Yacht Line Cleaning Kit;"Kit pulizia di qualità con manico ergonomico in Alluminio Anodizzato allungabile fino a 180cm.↵Spazzole in Poliropilene con bordo antiurto in gomma, disponibili in tre 3 versioni:↵↵Spazzola Gialla - setola morbida: ideale per il lavaggio di finestrature e pareti↵Spazzola Blu - setola media: perfetta per la pulizia generale a bordo↵Spazzola Bianca - setola dura: per il lavaggio di ponti, superfici ruvide e molto sporche↵Mocio - frange in PVA (pelle sintetica ad altissimo assorbimento d'acqua)&nbsp;";"Aluminum ergonomic handle extensible up to 180cm.&nbsp;&nbsp;↵ Polypropylene brushes with protection rubber edge avaiable in 3 different types:&nbsp;&nbsp;↵ ↵ Yellow Brush- soft bristle: perfect for washing windows and sides ↵ Blue Brush - medium bristle: perfect for all around cleaning ↵ White Brush - hard bristle: perfect for deck washing, rough and particularly dirt surfaces ↵ Mop - PVA fringes (syntethic leather with very high water absorption)"
18570;18569;Sacca Svuotatasche;Accessories Bag;Sacca in tessuto acrilico idrorepellente e resistente ai raggi UV.  colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo.  Ideale per riporre e proteggere piccoli oggetti. Sistema di fissaggio a parete tramite ventosa.;"Water-repellent acrylic fabric bag. Resistant to UV rays. 
Ideal for storing and protecting small objects. Fixing system by suction cup."
18571;18569;Sacca Bucato;Laundry Bag ;​Sacca in rete per contenere il bucato. Dotata di attacchi a parete.  ;Net laundry bag.Endowed with wall mount connectors. 
18572;18569;Sacca Portadocumenti;Chart Bag;Sacca portadocumenti in tessuto acrilico idrorepellente e resistente ai raggi UV.  I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo.;Water-repellent acrylic fabric document bag. UV rays resistant.  The stable indelible colors remain lively for at least 3 years of continuous use.
18573;18569;Sacca Portaoggetti Small Pozzetto Navishell;Navishell Small Cockpit Stowbag;Sacca in tessuto acrilico idrorepellente e resistente ai raggi UV.  I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. ↵ Due i sistemi di fissaggio a scelta in dotazione: ↵ 1) Con le ventose che garantiscono un facile e sicuro fissaggio senza forare ↵ 2) Con i gancetti che garantiscono un facile e sicuro fissaggio forando la parete ↵ Accessoriate con una rete frontale utile per riporre qualche piccolo oggetto. ;"Water-repellent acrylic fabric bag. Resistant to UV rays. 
The stable indelible colors remain lively for at least 3 years of continuous use. ↵
Two optional fastening systems included: ↵
1) With suction cups that guarantee an easy and safe fixing without drilling↵
2) With hooks that guarantee an easy and safe fixing by drilling↵ Equipped with a useful front net for storing some small objects."
18574;18569;Portabicchieri;Drink Holder;Portabicchieri doppio in tessuto acrilico idrorepellente e resistente ai raggi UV.I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. ↵Due i sistemi di fissaggio a scelta in dotazione:↵1) Con le ventose che garantiscono un facile e sicuro fissaggio senza forare↵2) Con i gancetti che garantiscono un facile e sicuro fissaggio forando la parete;Double drink holder. Water-repellent and UV rays resistant. The stable indelible colors remain lively for at least 3 years of continuous use.↵Two optional fastening systems included:↵1) With suction cups that guarantee an easy and strong fixing without drilling↵2) With hooks that guarantee an easy and strong fixing by drilling
18576;18575;Portabicchieri Clip;Clip Drink Holder;"Portabicchieri termico in Poliuretano integrale morbido. 
Ideale per lattine, bicchieri e bottiglie da 33 cl, ma può anche contenere cellulari, VHF, GPS, occhiali, etc. 
Si fissa e si può riposizionare con una leggera pressione su qualsiasi tubo da 22&lt;&gt;30 mm come battagliole, candelieri, pulpiti o tientibene.";"Thermal drink holder made of 100% soft Polyurethane. 
Ideal for holding cans, glasses or 33 cl bottles. It holds also mobile phones, VHF, GPS, eyeglasses etc. 
It can be easily clip-on mounted or moved on any 22&lt;&gt;30 mm tubing as guard rails, ambos, stanchions or hand rails."
18577;18575;Portalattine Pieghevole;Folding Can Holder;Portalattine pieghevole.;Folding can holder.
18578;18575;Portabicchieri e Lattine Inox;Stainless Steel Drink and Can Holder;Portabicchieri e lattine in Acciaio Inox da incassare su piano. Completo di scarico con portagomma in plastica.;Stainless Steel can and glass holder to be flush mounted. Complete with plastic pipe-to-hose drain.
18579;18575;Portabicchieri e Lattine Pieghevole Inox;Stainless Steel Folding Drink Holder;Portabicchieri e lattine pieghevole in Acciaio Inox.;Stainless Steel can and glass folding holder.
18580;18575;Portabicchieri Ventosa;Sucker Drink Holder;Portabicchieri a ventosa in morbido PVC, ideali per fissare i bicchieri sul tavolo.;"Soft PVC sucker drink holder. 
To fix glasses on the table."
18581;18575;Portabicchieri Wall;Wall Drink Holder;Portabicchieri in morbido PVC da fissare a parete.;Wall mount soft PVC drink holder.
18582;18575;Portabottiglie Uni;Uni Bottle Holder;Si può montare su piano con ventosa, a parete o su tubi con il morsetto in dotazione.;It can be top mounted with suction cup, wall mounted or rail mounted with endowed bracket.
18586;5960;Tovagliette Antiscivolo Glisstop;Glisstop Anti-Skid Mat;"Tovagliette antiscivolo che permettono di fare colazione, pranzo e cena senza preoccuparsi del mare mosso o delle onde causate dal transito di altre imbarcazioni. 
I piatti, le posate ed i bicchieri rimangono fermi senza muoversi o scivolare, anche se la superficie d'appoggio risultasse inclinata. Si possono utilizzare anche come base d'appoggio per portatili, per elettrodomestici ed altro ancora. 
La tovaglietta in rotolo può essere tagliata e modellata a seconda della grandezza desiderata.";"Anti-slip mat that permits to have breakfast, lunch and dinner without worries about rough sea or waves caused by the passage of other boats. 
Plates, cutlery and glasses will not move or slip, even if the surface of your table is inclined. 
Furthermore, this mat can be used as a base for desktop PC, electrical appliances and more. 
Packed in roll, it can be easily cut and shaped as per desired dimension."
18589;16868;Cuscino;Cushion;Soffice e comodo cuscino in tessuto acrilico idrorepellente e resistente ai raggi UV.I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. Rivestimento lavabile dotato di cerniera. ;Comfortable acrylic fabric cushion. Water-repellent and UV rays resistant. The stable indelible colors remain lively for at least 3 years of continuous use. Endowed with velcro in order to put together more cushions. Washable cover with zipper.
18590;16868;Cuscino Estendibile;Extendible Cushion;Comodo cuscino in tessuto acrilico idrorepellente e resistente ai raggi UV.I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. Dotato di velcro in modo tale da poterci attaccare un altro cuscino.Rivestimento lavabile dotata di cerniera. ;Comfortable acrylic fabric cushion. Water-repellent and UV rays resistant. The stable indelible colors remain lively for at least 3 years of continuous use. Endowed with velcro in order to put together more cushions. Washable cover with zipper.
18592;18591;Posacenere Windproof;Windproof Ashtray;Posacenere appesantito antivento in Acciaio Inox e Skay marino con base antiscivolo.;Stainless Steel and marine grade Skay windproof burdened ashtray with non-slip base.
18593;18591;Posacenere Windproof Scamo;Suede Windproof Ashtray;Posacenere appesantito antivento in Acciaio Inox e simil-scamosciato con base antiscivolo.;Stainless Steel and chamois effect windproof burdened ashtray with non-slip base.
18594;18591;Posacenere Antirollio;No-Rolling Ashtray;Posacenere antirollio con base appesantita.;"No-rolling ashtray with burdened base.
"
18595;18591;Posacenere Timone;Helmann's Wheel Ashtray;Posacenere in Ottone lucido a forma di timone.;"Polished Brass helmann's wheel shaped ashtray.
"
18596;18591;Posacenere Shell;Shell Ashtray;Posacenere in Ottone lucido a forma di conchiglia.;"Polished Brass shell-shaped ashtray.
"
18598;18591;Posacenere Grillo;Shackle Ashtray;Posacenere in Ottone lucido a forma di grillo.;"Polished Brass shackle-shaped ashtray.
"
18599;18591;Posacenere Pestello;Pestle Ashtray;Posacenere in Ottone lucido a forma di pestello.;"Polished Brass pestle-shaped ashtray.
"
18604;12820;Dischi Abrasivi 3M 255P Oro;3M 255P Gold Abrasive Discs;Dischi abrasivi 3M 255P 15 fori Serie Oro all'ossido di Alluminio con additivo antintasamento. Con legante a doppia resina e sistema di fissaggio a strappo Hookit. Ideali per la levigatura di vernici, gelcoat, epossidici e primer.;Aluminum oxide abrasive 15 holes 3M 255P Gold Series discs. With anti-obstruction additive, double resin binder and Hookit velcro fixing system. Perfect for smoothening and finishing of varnishes, gelcoats, epoxy resins and primers.
18607;12820;Dischi Abrasivi 3M 260L Finishing;3M 260L Finishing Abrasive Discs;Dischi abrasivi da finitura 3M 260L 15 fori all'ossido di Alluminio ad alta prestazione con additivo antintasamento. Con legante a doppia resina e sistema di fissaggio a strappo Hookit. Ideali per le operazioni di finitura prima della lucidatura.;High performance Aluminum oxide finishing abrasive 15 holes 3M 260L discs. With anti-obstruction additive, double resin binder and Hookit velcro fixing system. Perfect for finishing before polishing.
18614;5411;Stucco Acrilico 3M Marine;3M Marine Acrylic Filler;Stucco acrilico bianco 3M Marine specifico per la riparazione di imbarcazioni. Ideale per livellare imperfezioni, graffi e abrasioni. Verniciabile, facile da levigare e da spatolare, non soggetto a ritiro.;3M Marine white acrylic filler specific for boat repair. Ideal for leveling imperfections, scratches and abrasions. Can be painted, easy to sand and to trowel, not subject to shrinkage.
18619;5363;3M Industrial Cleaner;3M Industrial Cleaner;Pulitore spray in grado di sciogliere e rimuovere sporco, grasso, catrame e la maggior parte dei film adesivi. Prodotto naturale a base di agrumi che emulsiona quando viene risciacquato con l'acqua.;Spray cleaner able to dissolve and remove dirt, grease, tar and most of the adhesive films. Natural product based on citrus fruits that emulsifies when rinsed with water.
18622;5424;Sigillante 3M Marine 5200 FC;3M Marine 5200 FC Sealant;Sigillante adesivo poliuretanico ad alte prestazioni a polimerizzazione rapida con un'ora di fuori polvere e 24 ore di indurimento completo. Sigillatura tenace sia sopra che sotto la linea di galleggiamento, assorbe facilmente deformazioni e vibrazioni, eccezionale resistenza agli agenti atmosferici e all'acqua di mare.;High performance polyurethane adhesive sealant with rapid polimerization with 1 hour of dust cut-off time and 24 hours of complete curing. Strong sealing both above and below the waterline, can easily absorb deformations and vibrations, exceptional resistance to weathering and sea water.
18624;5424;Sigillante 3M Marine 4200 FC;3M Marine 4200 FC Sealant;Sigillante adesivo poliuretanico monocomponente per uso generale. Sigillatura flessibile a tenuta stagna sia sopra che sotto la linea di galleggiamento, resistente agli agenti atmosferici. Verniciabile e carteggiabile.;General use mono-component polyurethane adhesive sealant. Flexible watertight sealing both above and below the waterline, resistant to weathering. Can be painted and sanded.
18627;5424;Sigillante 3M Marine 4000 UV-FC;3M Marine 4000 UV-FC Sealant;Sigillante adesivo polimerico ad alte prestazioni resistente raggi UV. Sigillatura tenace sia sopra che sotto la linea di galleggiamento, non ingiallisce.;High performance UV rays resistant polymeric adhesive sealant. Strong sealing both above and below the waterline, does not turn yellow.
18629;5424;Sigillante 3M Marine 3200 ;3M Marine 3200 Sealant;Sigillante siliconico flessibile che polimerizza con l'umidità. Non cola, resistente alla muffa, mantiene la flessibilità con eccellente resistenza all'ambiente marino. Ideale come guarnizione adesiva e per qualsiasi tipo di sigillatura o finitura esposta ai raggi UV.;Flexible siliconic sealant that cures with moisture. Does not drip, resistant to mold, maintains flexibility with excellent resistance to marine environment. Ideal as adhesive seal and for any type of sealing or finish exposed to UV rays.
18630;5424;Sigillante 3M Power Line 540 ;3M Power Line 540 Sealant;Sigillante poliuretanico ad alte prestazioni monocomponente igroindurente. Ideale per sigillature in accoppiamento a fissaggi meccanici.;High-performance mono-component polyurethane moisture curing sealant. Ideal to apply to mechanical fastenings seals.
18632;4202;Strips Antiscivolo 3M Safety-Walk Fine;3M Safety-Walk Fine Antislip Strips;Strisce antiscivolo autoadesive confortevoli, igeniche e di gradevole estetica per aree umide di camminamento a piedi nudi. Costruite in sottile gomma strutturata da 0,6 mm.;Non-slip self-adhesive comfortable, hygienic and aesthetic strips. Ideal for barefoot walking wet areas. Built in thin 0.6 mm textured rubber.
18633;13233;Tappo in PP;PP Plug;Tappo in Polipropilene.  I raccordi in Polipropilene (PP) sono ideali per applicazioni nautiche, per impianti a pressione con acqua calda e fredda. Sono atossici, resistenti all'usura, alla corrosione e agli agenti atmosferici.;Polypropilene plug.  The Polypropilene (PP) fittings offer the perfect solution for several nautical applications as for hot and cold water pressure systems. Nontoxic, resistant to wearing, abrasion and atmospheric agents.
18634;13233;Portagomma Gomito M 90° in PP;PP 90° Elbow M Pipe-to-Hose ;Portagomma a gomito 90° maschio in Polipropilene (PP) atossico per applicazioni nautiche.;"Nontoxic Polypropilene (PP) 90° elbow male pipe to hose for nautical applications.  
"
18635;5411;Adesivo Spray 3M-77;3M-77 Adhesive Spray;Adesivo universale con spruzzo a banda regolabile. Ideale per infusione, consente l'incollaggio permanente di fogli di metallo, moquette, schiume, cartone, feltro, tessuti, legno e truciolato. Resistenza termica -30/+60°C. ;Universal adhesive with adjustable spray stripe. Ideal for infusion, allows permanent bonding of metal sheets, carpets, foams, cardboards, felt, fabrics, wood and chipboards. Thermal resistance -30/+60°C.
18636;5399;Nastro 3M Scotch 2328;3M Scotch 2328 Tape;Nastro 3M Scotch 2328 per mascherature generiche. Adesivo in gomma resina reticolato 3,10 N/cm con resistenza temperatura fino a 80°C. Spessore 0,135 mm.;3M Scotch 2328 tape for general masking. 3.10 N/cm reticulated resin rubber adhesive with up to 80°C temperature resistance. Thickness 0.135 mm.
18637;5399;Nastro 3M Scotch 2090 Long Masking;3M Scotch 2090 Long Masking Tape;Nastro 3M Scotch 2090 Long Masking per mascherature resistenti ai raggi UV e all'umidità. Ideale per lavorazioni a lunga permanenza, si stacca senza lasciare residui fino ad un mese dopo l'applicazione o fino ad una settimana se esposto alla luce del sole. Adesivo in acrilico sintetico con resistenza temperatura fino a 60°C. Spessore 0,120 mm.;3M Scotch 2090 Long Masking tape for UV rays and moisture resistant masking. Ideal for long-term work, it detaches without leaving residues up to a month after application or up to a week if exposed to sunlight. Synthetic acrilic adhesive with up to 60°C temperature resistance. Thickness 0.120 mm.
18638;15720;Raccordo Rapido BD Fast Compact;BD Fast Compact Quick Coupling;Raccordo portagomma maschio a innesto rapido BD Fast in Polipropilene. Ideale per la giunzione rapida di qualsiasi tipo di tubo flessibile.↵Tenuta stagna fino a 16 bar. Elimina la tradizionale fascetta stringitubo su portagomma. ;BD Fast Polypropylene​ quick pipe-to-hose coupling. Perfect to connect quickly any type of flexible hose to the water system.↵Watertight seal up to 16 bar. Eliminates the usual hose clamp.
18639;5399;Nastro 3M 389 Waterproof Cloth Tape;3M 389 Waterproof Cloth Tape;Nastro 3M 389 Waterproof Cloth con un fortissimo adesivo impermeabile da 9 N/cm. Ideale per tutte la applicazioni nautiche che richiedono resistenza all'ambiente marino e dove c'è la presenza di acqua. Può essere utilizzato per protezione, manutenzione, fissaggio di cablaggi, adatto per qualsiasi tipo di superficie. Spessore 0,260 mm.;3M 389 Waterproof Cloth tape with very strong 9 N/cm waterproof adhesive, ideal for all marine applications that require resistance to marine environment. It can be used for protection, maintenance, fixing of wiring, suitable for any type of surface. Thickness 0.260 mm.
18640;5399;Nastro 3M 1900 Duct Tape;3M 1900 Duct Tape;Nastro multiuso 3M 1900 Duct Tape con supporto telato in polietilene e adesivo in gomma resina. Spessore 0,170 mm.;Multipurpose 3M 1900 Duct Tape with polyethylene cloth support and resin rubber adhesive. Thickness 0.170 mm.
18642;15720;Raccordo Rapido 90° BD Fast Compact;BD Fast 90° Compact Quick Coupling;"Raccordo 90° portagomma maschio a innesto rapido BD Fast in Polipropilene. 
Ideale per la giunzione rapida di qualsiasi tipo di tubo flessibile. ↵Tenuta stagna fino a 16 bar. Elimina la tradizionale fascetta 
stringitubo su portagomma. ";"BD Fast Polypropylene​ 90° quick pipe-to-hose coupling. Perfect to connect 
quickly any type of flexible hose to the water system.↵Watertight seal 
up to 16 bar. Eliminates the usual hose clamp.&nbsp; "
18647;5399;Nastro 3M Scotch Biadesivo Extreme;3M Scotch Extreme Bi-Adhesive Tape;Nastro 3M Scotch Extreme biadesivo VHB in schiuma per fissaggio permanente extra forte. Adatto per interni ed esterni. ;3M Scotch Extreme VHB foam double sided adhesive tape for extra strong permanent fixing. Suitable for indoor and outdoor applications.
18648;4202;Strips Antiscivolo 3M Safety-Walk General Purpose;3M Safety-Walk General Purpose Antislip Strips;Strisce antiscivolo autoadesive 3M Safety-Walk General Purpose adatte per tutte le superfici pedonali o veicolari. Costruite con granuli legati da resine sintetiche su robusto supporto in poliestere da 0,8 mm.;3M Safety-Walk General Purpose self-adhesive non-slip strips suitable for all pedestrian or vehicular surfaces. Constructed with granules bound by synthetic resins on a strong 0.8 mm polyester support.
18649;3993;Nastro Velcro 3M Scotchmate Mini Pack;3M Scotchmate Mini Pack Velcro Tape;Sistema di fissaggio autoadesivo richiudibile a velcro 3M Scotchmate con adesivo in gomma resina. Ideale per fissaggi di tende, tessuti, rivestimenti, chiusure, borse termiche, ecc.;3M Scotchmate velcro self-adhesive fastening system with resin rubber adhesive. Ideal for covers, biminis, fabrics, closures, thermal bags ecc.
18650;3993;Striscie Richiudibili 3M Dual Lock Blister;3M Blister Dual Lock Resealable Strips;"Sistema di fissaggio autoadesivo richiudibile 3M Dual Lock con adesivo acrilico VHB.&nbsp;↵A differenza del velcro, resiste a migliaia di aperture con una tenuta superiore.↵Ideale per fissaggi di oggetti grandi e piccoli, anche pesanti.&nbsp;↵Confezione blister da 2 striscie.";"3M Dual Lock self-adhesive resealable fastening system with VHB acrylic adhesive.&nbsp;↵Unlike the velcro, it resists thousands of openings with a superior holding strength.&nbsp;↵Ideal for fixing large and small items, even heavy ones. Blister packs of 2 strips."
18651;5399;Nastro 3M Scotch 471 PVC;3M Scotch 471 PVC Tape;Nastro adesivo vinilico 3M Scotch 471 PVC ideale per operazioni di precisione come le linee di galleggiamento, mascherature rivetti e barche in alluminio. Rimovibile, resistente all'abrasione e oleoresistente (acido+basico). Spessore 0,130 mm.;3M Scotch 471 PVC vinyl adhesive tape ideal for precision operations such as water lines, riveting masks and aluminum boats. Removable, resistant to abrasion and oleoresistant (acid+basic). Thickness 0.130 mm.
18652;17368;Nastro Isolante 3M 1500 Temflex;3M 1500 Temflex Insulating Tape;Nastro isolante 3M 1500 Temflex in vinile ideale per isolamenti elettrici e a scopo di identificazione. Confezione da 10 pz.;3M 1500 Temflex vinyl insulating tape ideal for electrical insulation and for identification purposes. 10 Pieces pack.
18653;17368;Nastro Isolante 3M Scotch 23;3M Scotch 23 Insulating Tape;Nastro isolante autoagglomerante 3M Scotch 23 a base di EPR con separatore. Ideale per isolamenti elettrici, si adatta perfettamente a qualsiasi contorno formando una massa omogenea e compatta. Resistente all'effetto corona ed agli agenti ossidanti che ne derivano.;3M Scotch 23 self-amalgamating insulating tape based on EPR with separator. Ideal for electrical insulation, it adapts perfectly to any contour forming a homogeneous and compact mass. Resistant to the corona discharge effect and to the oxidizing agents deriving from it.
18654;3993;Nastro Richiudibile 3M Dual Lock Mini Pack;3M Dual Lock Mini Pack Resealable Tape;Sistema di fissaggio autoadesivo richiudibile 3M Dual Lock con adesivo acrilico VHB. A differenza del velcro, resiste a migliaia di aperture con una tenuta superiore. Ideale per fissaggi di tende, tessuti, rivestimenti, chiusure, borse termiche, ecc.;3M Dual Lock self-adhesive resealable fastening system with VHB acrylic adhesive. Unlike the velcro, it resists thousands of openings with a superior holding strength. Ideal for covers, biminis, fabrics, closures, thermal bags ecc.
18655;18569;Sacca Portaoggetti Comb Pozzetto Navishell;Navishell Comb Cockpit Stowbag;Sacca in tessuto acrilico idrorepellente e resistente ai raggi UV . I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo. ↵Due i sistemi di fissaggio a scelta in dotazione:↵ 1) Con le ventose che garantiscono un facile e sicuro fissaggio senza forare ↵ 2) Con i gancetti che garantiscono un facile e sicuro fissaggio forando la parete ↵ Accessoriate con una rete frontale utile per riporre qualche piccolo oggetto e una tasca per contenere la manovella del winch.;"Water-repellent acrylic fabric bag. Resistant to UV rays. 
The stable indelible colors remain lively for at least 3 years of continuous use. ↵
Two optional fastening systems included: ↵
1) With suction cups that guarantee an easy and safe fixing without drilling↵
2) With hooks that guarantee an easy and safe fixing by drilling↵ Equipped with a front mesh pocket for storing some tiny objects and an additional winch handle holder. "
18656;13851;Ancore Galleggianti Para-Anchor Sea Guardians;Sea Guardians Para Sea Anchors ;​Ancore galleggianti Para-Anchor Sea Guardians per uso pesca, navigazione commerciale e da diporto. Funzionano con il principio del paracadute per un formidabile freno nell'acqua. Fabbricate in tessuto 100% Nylon per una durata e una resa eccezionali in qualsiasi condizione di mare. Leggere e robustissime si utilizzano come ancora, deriva o freno in acque anche aperte e profonde garantendo grande stabilità e sicurezza. Si consiglia l'uso di una cima lunga almeno 3 volte la barca.;Sea Guardians Para-Anchor floating anchors for use in fishing, commercial navigation and pleasurecrafts. They work with the parachute principle for an extraordinary brake in the water. Made of 100% Nylon fabric for exceptional durability and performance in all sea conditions. Light and extremely robust, they are used as anchor, drift or brake in open and deep waters, guaranteeing great stability and safety. The recommended rope should at least be 3 times the length of the boat.
18660;5382;StarTron - Espositore Addittivo Benzina Monodose Concentrato;StarTron - Gasoline Concentrated Additive Shooter Display;"StarTron additivo per benzina in espositore da banco in dosi concentrate per 90 litri di benzina ciascuna. - Rinnova e pulisce il carburante vecchio nel serbatoio dei motori fuoribordo. 
- Mantiene stabile e pulita la benzina e riduce le emissioni nocive 
- Facilita l’accensione del motore e un funzionamento regolare 
- Riduce il consumo di carburante e aumenta la potenza del motore.";"StarTron gasoline additive display. Packed in concentrated shooters for 90 liters of gasoline each. - Renews and cleans old fuel in outboard engine tanks
- Keeps fuel stable and clean and reduces harmful emissions&nbsp;
- Makes engines start easier and run smoother 
- Reduces fuel consumption and rises engine power"
18662;5411;Kit Riparazione Epoxy Putty Sticks Starbrite;StarBrite Epoxy Putty Sticks Repair Kit;Stucco Epoxy Putty Stick per riparazioni su vetroresina, legno, metallo e plastica. Si può limare, carteggiare e trapanare. Stucco Aluminum Putty Stick per riparazioni su alluminio, piedi poppieri e altre parti in alluminio e metallo. Si può limare, carteggiare e trapanare.;"Epoxy Putty Stick filler for repairs on fiberglass, wood, metal and plastic. 
Can be sanded, drilled and tapped. Aluminum Putty Stick filler for repairs on aluminum, stern drives and other aluminum or metal parts. 
Can be sanded, drilled and tapped."
